# рамки РУССКИХ строк свода после правки переписи (заполнители домов + падеж имени)
# мир	масса	рамка
formula_lang	1	как читается $ \sqrt{\sqrt{\sum_{i=a}^{#} {b}}} $? $ \sqrt{\sqrt{\sum_{i=a}^{#} {b}}} $ в словах есть квадратный корень из ( квадратный корень из ( сумма b по i от a до # ) ).
formula_lang	1	квадратный корень из ( сумма ( модуль # ) по i от ( сумма # и # ) до ( log от b ) ) в записи есть $ \sqrt{\sum_{i=# + #}^{\log{b}} {\left| # \right|}} $.
formula_lang	1	sum i from abs ( # / # ) to sin ( abs ( x ) ) of ( # - a + sum i from # to # of ( # ) ) в словах есть сумма ( сумма ( разность # и a ) и ( сумма # по i от # до # ) ) по i от ( модуль ( дробь с числителем # и знаменателем # ) ) до ( sin от ( модуль x ) ).
formula_lang	1	$ \frac{\left| # + x \right|}{# + c + \left| # \right|} $ в словах есть дробь с числителем ( модуль ( сумма # и x ) ) и знаменателем ( сумма ( сумма # и c ) и ( модуль # ) ).
formula_lang	1	как читается $ \left| \log{\frac{#}{#}} \right| $? $ \left| \log{\frac{#}{#}} \right| $ в словах есть модуль ( log от ( дробь с числителем # и знаменателем # ) ).
formula_lang	1	дробь с числителем ( дробь с числителем ( sin от # ) и знаменателем ( сумма n по i от x до a ) ) и знаменателем ( модуль ( cos от n ) ) в записи есть $ \frac{\frac{\sin{#}}{\sum_{i=x}^{a} {n}}}{\left| \cos{n} \right|} $.
formula_lang	1	abs ( x + a ) ^ ( # ^ # * ( a * # ) ) в словах есть ( модуль ( сумма x и a ) ) в степени ( произведение ( # в степени # ) и ( произведение a и # ) ).
formula_lang	1	$ \sqrt{\sqrt{n} + \left| # \right|} $ в словах есть квадратный корень из ( сумма ( квадратный корень из n ) и ( модуль # ) ).
formula_lang	1	как читается $ \frac{\left| # + x \right|}{# + c + \left| # \right|} $? $ \frac{\left| # + x \right|}{# + c + \left| # \right|} $ в словах есть дробь с числителем ( модуль ( сумма # и x ) ) и знаменателем ( сумма ( сумма # и c ) и ( модуль # ) ).
formula_lang	1	( квадратный корень из ( сумма # и # ) ) в степени ( произведение ( произведение # и # ) и ( квадратный корень из y ) ) в записи есть $ \left( \sqrt{# + #} \right)^{# \cdot # \cdot \sqrt{y}} $.
formula_lang	1	abs ( log ( x ) * ( # / # ) ) в словах есть модуль ( произведение ( log от x ) и ( дробь с числителем # и знаменателем # ) ).
formula_lang	1	$ \sum_{i=\left| \frac{#}{#} \right|}^{\sin{\left| x \right|}} {# - a + \sum_{i=#}^{#} {#}} $ в словах есть сумма ( сумма ( разность # и a ) и ( сумма # по i от # до # ) ) по i от ( модуль ( дробь с числителем # и знаменателем # ) ) до ( sin от ( модуль x ) ).
formula_lang	1	как читается $ \sqrt{\sqrt{n} + \left| # \right|} $? $ \sqrt{\sqrt{n} + \left| # \right|} $ в словах есть квадратный корень из ( сумма ( квадратный корень из n ) и ( модуль # ) ).
formula_lang	1	квадратный корень из ( cos от ( сумма # и x ) ) в записи есть $ \sqrt{\cos{# + x}} $.
formula_lang	1	sqrt ( sum i from # + # to log ( b ) of ( abs ( # ) ) ) в словах есть квадратный корень из ( сумма ( модуль # ) по i от ( сумма # и # ) до ( log от b ) ).
formula_lang	1	$ \left( \left| x + a \right| \right)^{#^{#} \cdot \left( a \cdot # \right)} $ в словах есть ( модуль ( сумма x и a ) ) в степени ( произведение ( # в степени # ) и ( произведение a и # ) ).
formula_lang	1	как читается $ \sum_{i=\left| \frac{#}{#} \right|}^{\sin{\left| x \right|}} {# - a + \sum_{i=#}^{#} {#}} $? $ \sum_{i=\left| \frac{#}{#} \right|}^{\sin{\left| x \right|}} {# - a + \sum_{i=#}^{#} {#}} $ в словах есть сумма ( сумма ( разность # и a ) и ( сумма # по i от # до # ) ) по i от ( модуль ( дробь с числителем # и знаменателем # ) ) до ( sin от ( модуль x ) ).
formula_lang	1	дробь с числителем ( квадратный корень из ( дробь с числителем # и знаменателем # ) ) и знаменателем ( ( a в степени a ) в степени ( # в степени x ) ) в записи есть $ \frac{\sqrt{\frac{#}{#}}}{\left( a^{a} \right)^{#^{x}}} $.
formula_lang	1	sin ( # ) / sum i from x to a of ( n ) / abs ( cos ( n ) ) в словах есть дробь с числителем ( дробь с числителем ( sin от # ) и знаменателем ( сумма n по i от x до a ) ) и знаменателем ( модуль ( cos от n ) ).
formula_lang	1	$ \left| \log{x} \cdot \frac{#}{#} \right| $ в словах есть модуль ( произведение ( log от x ) и ( дробь с числителем # и знаменателем # ) ).
formula_lang	1	как читается $ \left( \left| x + a \right| \right)^{#^{#} \cdot \left( a \cdot # \right)} $? $ \left( \left| x + a \right| \right)^{#^{#} \cdot \left( a \cdot # \right)} $ в словах есть ( модуль ( сумма x и a ) ) в степени ( произведение ( # в степени # ) и ( произведение a и # ) ).
formula_lang	1	квадратный корень из ( sin от ( произведение ( log от y ) и ( сумма # по i от a до c ) ) ) в записи есть $ \sqrt{\sin{\log{y} \cdot \sum_{i=a}^{c} {#}}} $.
formula_lang	1	abs ( ( b - y ) * ( # / # ) / sqrt ( y ^ # ) ) в словах есть модуль ( дробь с числителем ( произведение ( разность b и y ) и ( дробь с числителем # и знаменателем # ) ) и знаменателем ( квадратный корень из ( y в степени # ) ) ).
formula_lang	1	$ \frac{\sqrt{n} - \frac{c}{x} - \sin{\sqrt{b}}}{\sqrt{\frac{\left| # \right|}{\sqrt{b}}}} $ в словах есть дробь с числителем ( разность ( разность ( квадратный корень из n ) и ( дробь с числителем c и знаменателем x ) ) и ( sin от ( квадратный корень из b ) ) ) и знаменателем ( квадратный корень из ( дробь с числителем ( модуль # ) и знаменателем ( квадратный корень из b ) ) ).
formula_lang	1	как читается $ \sin{\sin{\frac{\sum_{i=c}^{y} {#}}{\sum_{i=n}^{#} {n}}}} $? $ \sin{\sin{\frac{\sum_{i=c}^{y} {#}}{\sum_{i=n}^{#} {n}}}} $ в словах есть sin от ( sin от ( дробь с числителем ( сумма # по i от c до y ) и знаменателем ( сумма n по i от n до # ) ) ).
formula_lang	1	квадратный корень из ( разность ( квадратный корень из ( дробь с числителем # и знаменателем # ) ) и ( модуль ( дробь с числителем b и знаменателем # ) ) ) в записи есть $ \sqrt{\sqrt{\frac{#}{#}} - \left| \frac{b}{#} \right|} $.
formula_lang	1	sin ( # - b + # * # ) / sqrt ( # - y - # * n ) в словах есть дробь с числителем ( sin от ( сумма ( разность # и b ) и ( произведение # и # ) ) ) и знаменателем ( квадратный корень из ( разность ( разность # и y ) и ( произведение # и n ) ) ).
formula_lang	1	$ \left( \sqrt{\sum_{i=\sin{#}}^{\sum_{i=y}^{y} {#}} {\sqrt{#}}} \right)^{\sum_{i=\sqrt{\left| # \right|}}^{\log{\sqrt{#}}} {\left| \sum_{i=y}^{x} {#} \right|}} $ в словах есть ( квадратный корень из ( сумма ( квадратный корень из # ) по i от ( sin от # ) до ( сумма # по i от y до y ) ) ) в степени ( сумма ( модуль ( сумма # по i от y до x ) ) по i от ( квадратный корень из ( модуль # ) ) до ( log от ( квадратный корень из # ) ) ).
formula_lang	1	как читается $ \frac{\sqrt{n} - \frac{c}{x} - \sin{\sqrt{b}}}{\sqrt{\frac{\left| # \right|}{\sqrt{b}}}} $? $ \frac{\sqrt{n} - \frac{c}{x} - \sin{\sqrt{b}}}{\sqrt{\frac{\left| # \right|}{\sqrt{b}}}} $ в словах есть дробь с числителем ( разность ( разность ( квадратный корень из n ) и ( дробь с числителем c и знаменателем x ) ) и ( sin от ( квадратный корень из b ) ) ) и знаменателем ( квадратный корень из ( дробь с числителем ( модуль # ) и знаменателем ( квадратный корень из b ) ) ).
formula_lang	1	сумма ( квадратный корень из ( ( модуль n ) в степени ( # в степени # ) ) ) и ( дробь с числителем ( произведение ( cos от n ) и ( сумма # по i от # до # ) ) и знаменателем ( квадратный корень из ( разность b и a ) ) ) в записи есть $ \sqrt{\left( \left| n \right| \right)^{#^{#}}} + \frac{\cos{n} \cdot \sum_{i=#}^{#} {#}}{\sqrt{b - a}} $.
formula_lang	1	( sin ( # ) * ( # * x ) ) ^ ( ( y + # ) * ( # + b ) ) * abs ( sin ( abs ( c ) ) ) в словах есть произведение ( ( произведение ( sin от # ) и ( произведение # и x ) ) в степени ( произведение ( сумма y и # ) и ( сумма # и b ) ) ) и ( модуль ( sin от ( модуль c ) ) ).
formula_lang	1	$ \left| \frac{\left( b - y \right) \cdot \frac{#}{#}}{\sqrt{y^{#}}} \right| $ в словах есть модуль ( дробь с числителем ( произведение ( разность b и y ) и ( дробь с числителем # и знаменателем # ) ) и знаменателем ( квадратный корень из ( y в степени # ) ) ).
formula_lang	1	как читается $ \left( \sqrt{\sum_{i=\sin{#}}^{\sum_{i=y}^{y} {#}} {\sqrt{#}}} \right)^{\sum_{i=\sqrt{\left| # \right|}}^{\log{\sqrt{#}}} {\left| \sum_{i=y}^{x} {#} \right|}} $? $ \left( \sqrt{\sum_{i=\sin{#}}^{\sum_{i=y}^{y} {#}} {\sqrt{#}}} \right)^{\sum_{i=\sqrt{\left| # \right|}}^{\log{\sqrt{#}}} {\left| \sum_{i=y}^{x} {#} \right|}} $ в словах есть ( квадратный корень из ( сумма ( квадратный корень из # ) по i от ( sin от # ) до ( сумма # по i от y до y ) ) ) в степени ( сумма ( модуль ( сумма # по i от y до x ) ) по i от ( квадратный корень из ( модуль # ) ) до ( log от ( квадратный корень из # ) ) ).
formula_lang	1	( произведение ( ( сумма n и y ) в степени ( разность # и # ) ) и ( дробь с числителем ( сумма # и b ) и знаменателем ( сумма n и x ) ) ) в степени ( ( модуль ( сумма # и # ) ) в степени ( сумма ( сумма c по i от b до y ) и ( дробь с числителем c и знаменателем # ) ) ) в записи есть $ \left( \left( \left( \left( n + y \right) \right)^{# - #} \cdot \frac{# + b}{n + x} \right) \right)^{\left( \left| # + # \right| \right)^{\sum_{i=b}^{y} {c} + \frac{c}{#}}} $.
formula_lang	1	sqrt ( sin ( log ( y ) * sum i from a to c of ( # ) ) ) в словах есть квадратный корень из ( sin от ( произведение ( log от y ) и ( сумма # по i от a до c ) ) ).
formula_lang	1	$ \frac{\sin{# - b + # \cdot #}}{\sqrt{# - y - # \cdot n}} $ в словах есть дробь с числителем ( sin от ( сумма ( разность # и b ) и ( произведение # и # ) ) ) и знаменателем ( квадратный корень из ( разность ( разность # и y ) и ( произведение # и n ) ) ).
formula_lang	1	как читается $ \left| \frac{\left( b - y \right) \cdot \frac{#}{#}}{\sqrt{y^{#}}} \right| $? $ \left| \frac{\left( b - y \right) \cdot \frac{#}{#}}{\sqrt{y^{#}}} \right| $ в словах есть модуль ( дробь с числителем ( произведение ( разность b и y ) и ( дробь с числителем # и знаменателем # ) ) и знаменателем ( квадратный корень из ( y в степени # ) ) ).
formula_lang	1	модуль ( sin от ( сумма ( дробь с числителем n и знаменателем # ) и ( sin от y ) ) ) в записи есть $ \left| \sin{\frac{n}{#} + \sin{y}} \right| $.
formula_lang	1	sqrt ( sqrt ( # / # ) - abs ( b / # ) ) в словах есть квадратный корень из ( разность ( квадратный корень из ( дробь с числителем # и знаменателем # ) ) и ( модуль ( дробь с числителем b и знаменателем # ) ) ).
formula_lang	1	$ \left( \left( \sin{#} \cdot \left( # \cdot x \right) \right) \right)^{\left( y + # \right) \cdot \left( # + b \right)} \cdot \left| \sin{\left| c \right|} \right| $ в словах есть произведение ( ( произведение ( sin от # ) и ( произведение # и x ) ) в степени ( произведение ( сумма y и # ) и ( сумма # и b ) ) ) и ( модуль ( sin от ( модуль c ) ) ).
formula_lang	1	как читается $ \frac{\sin{# - b + # \cdot #}}{\sqrt{# - y - # \cdot n}} $? $ \frac{\sin{# - b + # \cdot #}}{\sqrt{# - y - # \cdot n}} $ в словах есть дробь с числителем ( sin от ( сумма ( разность # и b ) и ( произведение # и # ) ) ) и знаменателем ( квадратный корень из ( разность ( разность # и y ) и ( произведение # и n ) ) ).
formula_lang	1	модуль ( модуль ( ( модуль n ) в степени ( дробь с числителем a и знаменателем n ) ) ) в записи есть $ \left| \left| \left( \left| n \right| \right)^{\frac{a}{n}} \right| \right| $.
formula_lang	1	sqrt ( abs ( n ) ^ ( # ^ # ) ) + cos ( n ) * sum i from # to # of ( # ) / sqrt ( b - a ) в словах есть сумма ( квадратный корень из ( ( модуль n ) в степени ( # в степени # ) ) ) и ( дробь с числителем ( произведение ( cos от n ) и ( сумма # по i от # до # ) ) и знаменателем ( квадратный корень из ( разность b и a ) ) ).
formula_lang	1	$ \sqrt{\sin{\log{y} \cdot \sum_{i=a}^{c} {#}}} $ в словах есть квадратный корень из ( sin от ( произведение ( log от y ) и ( сумма # по i от a до c ) ) ).
formula_lang	1	как читается $ \left( \left( \sin{#} \cdot \left( # \cdot x \right) \right) \right)^{\left( y + # \right) \cdot \left( # + b \right)} \cdot \left| \sin{\left| c \right|} \right| $? $ \left( \left( \sin{#} \cdot \left( # \cdot x \right) \right) \right)^{\left( y + # \right) \cdot \left( # + b \right)} \cdot \left| \sin{\left| c \right|} \right| $ в словах есть произведение ( ( произведение ( sin от # ) и ( произведение # и x ) ) в степени ( произведение ( сумма y и # ) и ( сумма # и b ) ) ) и ( модуль ( sin от ( модуль c ) ) ).
formula_lang	1	log от ( квадратный корень из ( разность ( квадратный корень из b ) и ( произведение y и # ) ) ) в записи есть $ \log{\sqrt{\sqrt{b} - y \cdot #}} $.
formula_lang	1	( ( n + y ) ^ ( # - # ) * ( ( # + b ) / ( n + x ) ) ) ^ ( abs ( # + # ) ^ ( sum i from b to y of ( c ) + c / # ) ) в словах есть ( произведение ( ( сумма n и y ) в степени ( разность # и # ) ) и ( дробь с числителем ( сумма # и b ) и знаменателем ( сумма n и x ) ) ) в степени ( ( модуль ( сумма # и # ) ) в степени ( сумма ( сумма c по i от b до y ) и ( дробь с числителем c и знаменателем # ) ) ).
formula_lang	1	$ \sqrt{\sqrt{\frac{#}{#}} - \left| \frac{b}{#} \right|} $ в словах есть квадратный корень из ( разность ( квадратный корень из ( дробь с числителем # и знаменателем # ) ) и ( модуль ( дробь с числителем b и знаменателем # ) ) ).
formula_lang	1	как читается $ \sqrt{\sin{\log{y} \cdot \sum_{i=a}^{c} {#}}} $? $ \sqrt{\sin{\log{y} \cdot \sum_{i=a}^{c} {#}}} $ в словах есть квадратный корень из ( sin от ( произведение ( log от y ) и ( сумма # по i от a до c ) ) ).
formula_lang	1	квадратный корень из ( сумма ( модуль ( сумма # по i от # до # ) ) по i от ( сумма ( сумма c по i от b до n ) и ( сумма b и # ) ) до ( дробь с числителем ( # в степени c ) и знаменателем ( sin от c ) ) ) в записи есть $ \sqrt{\sum_{i=\sum_{i=b}^{n} {c} + \left( b + # \right)}^{\frac{#^{c}}{\sin{c}}} {\left| \sum_{i=#}^{#} {#} \right|}} $.
formula_lang	1	abs ( sin ( n / # + sin ( y ) ) ) в словах есть модуль ( sin от ( сумма ( дробь с числителем n и знаменателем # ) и ( sin от y ) ) ).
formula_lang	1	$ \sqrt{\left( \left| n \right| \right)^{#^{#}}} + \frac{\cos{n} \cdot \sum_{i=#}^{#} {#}}{\sqrt{b - a}} $ в словах есть сумма ( квадратный корень из ( ( модуль n ) в степени ( # в степени # ) ) ) и ( дробь с числителем ( произведение ( cos от n ) и ( сумма # по i от # до # ) ) и знаменателем ( квадратный корень из ( разность b и a ) ) ).
formula_lang	1	как читается $ \sqrt{\sqrt{\frac{#}{#}} - \left| \frac{b}{#} \right|} $? $ \sqrt{\sqrt{\frac{#}{#}} - \left| \frac{b}{#} \right|} $ в словах есть квадратный корень из ( разность ( квадратный корень из ( дробь с числителем # и знаменателем # ) ) и ( модуль ( дробь с числителем b и знаменателем # ) ) ).
formula_lang	1	sin от ( sin от ( дробь с числителем ( сумма # по i от c до y ) и знаменателем ( сумма n по i от n до # ) ) ) в записи есть $ \sin{\sin{\frac{\sum_{i=c}^{y} {#}}{\sum_{i=n}^{#} {n}}}} $.
formula_lang	1	abs ( abs ( abs ( n ) ^ ( a / n ) ) ) в словах есть модуль ( модуль ( ( модуль n ) в степени ( дробь с числителем a и знаменателем n ) ) ).
formula_lang	1	$ \left( \left( \left( \left( n + y \right) \right)^{# - #} \cdot \frac{# + b}{n + x} \right) \right)^{\left( \left| # + # \right| \right)^{\sum_{i=b}^{y} {c} + \frac{c}{#}}} $ в словах есть ( произведение ( ( сумма n и y ) в степени ( разность # и # ) ) и ( дробь с числителем ( сумма # и b ) и знаменателем ( сумма n и x ) ) ) в степени ( ( модуль ( сумма # и # ) ) в степени ( сумма ( сумма c по i от b до y ) и ( дробь с числителем c и знаменателем # ) ) ).
formula_lang	1	как читается $ \sqrt{\left( \left| n \right| \right)^{#^{#}}} + \frac{\cos{n} \cdot \sum_{i=#}^{#} {#}}{\sqrt{b - a}} $? $ \sqrt{\left( \left| n \right| \right)^{#^{#}}} + \frac{\cos{n} \cdot \sum_{i=#}^{#} {#}}{\sqrt{b - a}} $ в словах есть сумма ( квадратный корень из ( ( модуль n ) в степени ( # в степени # ) ) ) и ( дробь с числителем ( произведение ( cos от n ) и ( сумма # по i от # до # ) ) и знаменателем ( квадратный корень из ( разность b и a ) ) ).
formula_lang	1	дробь с числителем ( разность ( разность ( квадратный корень из n ) и ( дробь с числителем c и знаменателем x ) ) и ( sin от ( квадратный корень из b ) ) ) и знаменателем ( квадратный корень из ( дробь с числителем ( модуль # ) и знаменателем ( квадратный корень из b ) ) ) в записи есть $ \frac{\sqrt{n} - \frac{c}{x} - \sin{\sqrt{b}}}{\sqrt{\frac{\left| # \right|}{\sqrt{b}}}} $.
formula_lang	1	log ( sqrt ( sqrt ( b ) - y * # ) ) в словах есть log от ( квадратный корень из ( разность ( квадратный корень из b ) и ( произведение y и # ) ) ).
formula_lang	1	$ \left| \sin{\frac{n}{#} + \sin{y}} \right| $ в словах есть модуль ( sin от ( сумма ( дробь с числителем n и знаменателем # ) и ( sin от y ) ) ).
formula_lang	1	как читается $ \left( \left( \left( \left( n + y \right) \right)^{# - #} \cdot \frac{# + b}{n + x} \right) \right)^{\left( \left| # + # \right| \right)^{\sum_{i=b}^{y} {c} + \frac{c}{#}}} $? $ \left( \left( \left( \left( n + y \right) \right)^{# - #} \cdot \frac{# + b}{n + x} \right) \right)^{\left( \left| # + # \right| \right)^{\sum_{i=b}^{y} {c} + \frac{c}{#}}} $ в словах есть ( произведение ( ( сумма n и y ) в степени ( разность # и # ) ) и ( дробь с числителем ( сумма # и b ) и знаменателем ( сумма n и x ) ) ) в степени ( ( модуль ( сумма # и # ) ) в степени ( сумма ( сумма c по i от b до y ) и ( дробь с числителем c и знаменателем # ) ) ).
formula_lang	1	( квадратный корень из ( сумма ( квадратный корень из # ) по i от ( sin от # ) до ( сумма # по i от y до y ) ) ) в степени ( сумма ( модуль ( сумма # по i от y до x ) ) по i от ( квадратный корень из ( модуль # ) ) до ( log от ( квадратный корень из # ) ) ) в записи есть $ \left( \sqrt{\sum_{i=\sin{#}}^{\sum_{i=y}^{y} {#}} {\sqrt{#}}} \right)^{\sum_{i=\sqrt{\left| # \right|}}^{\log{\sqrt{#}}} {\left| \sum_{i=y}^{x} {#} \right|}} $.
formula_lang	1	sqrt ( sum i from sum i from b to n of ( c ) + ( b + # ) to # ^ c / sin ( c ) of ( abs ( sum i from # to # of ( # ) ) ) ) в словах есть квадратный корень из ( сумма ( модуль ( сумма # по i от # до # ) ) по i от ( сумма ( сумма c по i от b до n ) и ( сумма b и # ) ) до ( дробь с числителем ( # в степени c ) и знаменателем ( sin от c ) ) ).
formula_lang	1	$ \left| \left| \left( \left| n \right| \right)^{\frac{a}{n}} \right| \right| $ в словах есть модуль ( модуль ( ( модуль n ) в степени ( дробь с числителем a и знаменателем n ) ) ).
formula_lang	1	как читается $ \left| \sin{\frac{n}{#} + \sin{y}} \right| $? $ \left| \sin{\frac{n}{#} + \sin{y}} \right| $ в словах есть модуль ( sin от ( сумма ( дробь с числителем n и знаменателем # ) и ( sin от y ) ) ).
formula_lang	1	модуль ( дробь с числителем ( произведение ( разность b и y ) и ( дробь с числителем # и знаменателем # ) ) и знаменателем ( квадратный корень из ( y в степени # ) ) ) в записи есть $ \left| \frac{\left( b - y \right) \cdot \frac{#}{#}}{\sqrt{y^{#}}} \right| $.
formula_lang	1	sin ( sin ( sum i from c to y of ( # ) / sum i from n to # of ( n ) ) ) в словах есть sin от ( sin от ( дробь с числителем ( сумма # по i от c до y ) и знаменателем ( сумма n по i от n до # ) ) ).
formula_lang	1	$ \log{\sqrt{\sqrt{b} - y \cdot #}} $ в словах есть log от ( квадратный корень из ( разность ( квадратный корень из b ) и ( произведение y и # ) ) ).
formula_lang	1	как читается $ \left| \left| \left( \left| n \right| \right)^{\frac{a}{n}} \right| \right| $? $ \left| \left| \left( \left| n \right| \right)^{\frac{a}{n}} \right| \right| $ в словах есть модуль ( модуль ( ( модуль n ) в степени ( дробь с числителем a и знаменателем n ) ) ).
formula_lang	1	дробь с числителем ( sin от ( сумма ( разность # и b ) и ( произведение # и # ) ) ) и знаменателем ( квадратный корень из ( разность ( разность # и y ) и ( произведение # и n ) ) ) в записи есть $ \frac{\sin{# - b + # \cdot #}}{\sqrt{# - y - # \cdot n}} $.
formula_lang	1	( sqrt ( n ) - c / x - sin ( sqrt ( b ) ) ) / sqrt ( abs ( # ) / sqrt ( b ) ) в словах есть дробь с числителем ( разность ( разность ( квадратный корень из n ) и ( дробь с числителем c и знаменателем x ) ) и ( sin от ( квадратный корень из b ) ) ) и знаменателем ( квадратный корень из ( дробь с числителем ( модуль # ) и знаменателем ( квадратный корень из b ) ) ).
formula_lang	1	$ \sqrt{\sum_{i=\sum_{i=b}^{n} {c} + \left( b + # \right)}^{\frac{#^{c}}{\sin{c}}} {\left| \sum_{i=#}^{#} {#} \right|}} $ в словах есть квадратный корень из ( сумма ( модуль ( сумма # по i от # до # ) ) по i от ( сумма ( сумма c по i от b до n ) и ( сумма b и # ) ) до ( дробь с числителем ( # в степени c ) и знаменателем ( sin от c ) ) ).
formula_lang	1	как читается $ \log{\sqrt{\sqrt{b} - y \cdot #}} $? $ \log{\sqrt{\sqrt{b} - y \cdot #}} $ в словах есть log от ( квадратный корень из ( разность ( квадратный корень из b ) и ( произведение y и # ) ) ).
formula_lang	1	произведение ( ( произведение ( sin от # ) и ( произведение # и x ) ) в степени ( произведение ( сумма y и # ) и ( сумма # и b ) ) ) и ( модуль ( sin от ( модуль c ) ) ) в записи есть $ \left( \left( \sin{#} \cdot \left( # \cdot x \right) \right) \right)^{\left( y + # \right) \cdot \left( # + b \right)} \cdot \left| \sin{\left| c \right|} \right| $.
formula_lang	1	sqrt ( sum i from sin ( # ) to sum i from y to y of ( # ) of ( sqrt ( # ) ) ) ^ sum i from sqrt ( abs ( # ) ) to log ( sqrt ( # ) ) of ( abs ( sum i from y to x of ( # ) ) ) в словах есть ( квадратный корень из ( сумма ( квадратный корень из # ) по i от ( sin от # ) до ( сумма # по i от y до y ) ) ) в степени ( сумма ( модуль ( сумма # по i от y до x ) ) по i от ( квадратный корень из ( модуль # ) ) до ( log от ( квадратный корень из # ) ) ).
formula_lang	1	$ \sin{\sin{\frac{\sum_{i=c}^{y} {#}}{\sum_{i=n}^{#} {n}}}} $ в словах есть sin от ( sin от ( дробь с числителем ( сумма # по i от c до y ) и знаменателем ( сумма n по i от n до # ) ) ).
formula_lang	1	как читается $ \sqrt{\sum_{i=\sum_{i=b}^{n} {c} + \left( b + # \right)}^{\frac{#^{c}}{\sin{c}}} {\left| \sum_{i=#}^{#} {#} \right|}} $? $ \sqrt{\sum_{i=\sum_{i=b}^{n} {c} + \left( b + # \right)}^{\frac{#^{c}}{\sin{c}}} {\left| \sum_{i=#}^{#} {#} \right|}} $ в словах есть квадратный корень из ( сумма ( модуль ( сумма # по i от # до # ) ) по i от ( сумма ( сумма c по i от b до n ) и ( сумма b и # ) ) до ( дробь с числителем ( # в степени c ) и знаменателем ( sin от c ) ) ).
formula_lang	1	n + a в словах есть сумма n и a.
formula_lang	1	# + c в словах есть сумма # и c.
formula_lang	1	как читается $ # \cdot # $? $ # \cdot # $ в словах есть произведение # и #.
formula_lang	1	$ n + a $ в словах есть сумма n и a.
formula_lang	1	y * c в словах есть произведение y и c.
formula_lang	1	$ # + c $ в словах есть сумма # и c.
formula_lang	1	дробь с числителем x и знаменателем b в записи есть $ \frac{x}{b} $.
formula_lang	1	$ y \cdot c $ в словах есть произведение y и c.
formula_lang	1	как читается $ \frac{x}{b} $? $ \frac{x}{b} $ в словах есть дробь с числителем x и знаменателем b.
formula_lang	1	сумма n и a в записи есть $ n + a $.
formula_lang	1	сумма # и c в записи есть $ # + c $.
formula_lang	1	# * # в словах есть произведение # и #.
formula_lang	1	произведение y и c в записи есть $ y \cdot c $.
formula_lang	1	как читается $ n + a $? $ n + a $ в словах есть сумма n и a.
formula_lang	1	$ # \cdot # $ в словах есть произведение # и #.
formula_lang	1	как читается $ # + c $? $ # + c $ в словах есть сумма # и c.
formula_lang	1	как читается $ y \cdot c $? $ y \cdot c $ в словах есть произведение y и c.
formula_lang	1	x / b в словах есть дробь с числителем x и знаменателем b.
formula_lang	1	$ \frac{x}{b} $ в словах есть дробь с числителем x и знаменателем b.
formula_lang	1	произведение # и # в записи есть $ # \cdot # $.
formula_lang	1	sqrt ( y ) + sqrt ( # ) в словах есть сумма ( квадратный корень из y ) и ( квадратный корень из # ).
formula_lang	1	как читается $ \sum_{i=# - n}^{\sqrt{a}} {\sqrt{a}} $? $ \sum_{i=# - n}^{\sqrt{a}} {\sqrt{a}} $ в словах есть сумма ( квадратный корень из a ) по i от ( разность # и n ) до ( квадратный корень из a ).
formula_lang	1	$ \left( x^{#} \right)^{\sqrt{#}} $ в словах есть ( x в степени # ) в степени ( квадратный корень из # ).
formula_lang	1	модуль ( произведение y и # ) в записи есть $ \left| y \cdot # \right| $.
formula_lang	1	log ( a ) ^ cos ( n ) в словах есть ( log от a ) в степени ( cos от n ).
formula_lang	1	как читается $ \sum_{i=#^{#}}^{\sum_{i=x}^{#} {#}} {\left| y \right|} $? $ \sum_{i=#^{#}}^{\sum_{i=x}^{#} {#}} {\left| y \right|} $ в словах есть сумма ( модуль y ) по i от ( # в степени # ) до ( сумма # по i от x до # ).
formula_lang	1	$ \sqrt{y} + \sqrt{#} $ в словах есть сумма ( квадратный корень из y ) и ( квадратный корень из # ).
formula_lang	1	log от ( сумма b и n ) в записи есть $ \log{b + n} $.
formula_lang	1	n / # + a / b в словах есть сумма ( дробь с числителем n и знаменателем # ) и ( дробь с числителем a и знаменателем b ).
formula_lang	1	как читается $ # \cdot # + # \cdot c $? $ # \cdot # + # \cdot c $ в словах есть сумма ( произведение # и # ) и ( произведение # и c ).
formula_lang	1	$ \left( \log{a} \right)^{\cos{n}} $ в словах есть ( log от a ) в степени ( cos от n ).
formula_lang	1	разность ( сумма c и c ) и ( дробь с числителем c и знаменателем n ) в записи есть $ c + c - \frac{c}{n} $.
formula_lang	1	sin ( c ) ^ ( # + # ) в словах есть ( sin от c ) в степени ( сумма # и # ).
formula_lang	1	как читается $ \left| y \cdot # \right| $? $ \left| y \cdot # \right| $ в словах есть модуль ( произведение y и # ).
formula_lang	1	$ \frac{n}{#} + \frac{a}{b} $ в словах есть сумма ( дробь с числителем n и знаменателем # ) и ( дробь с числителем a и знаменателем b ).
formula_lang	1	( произведение x и c ) в степени ( квадратный корень из # ) в записи есть $ \left( \left( x \cdot c \right) \right)^{\sqrt{#}} $.
formula_lang	1	sum i from c to # of ( n ) - ( c - # ) в словах есть разность ( сумма n по i от c до # ) и ( разность c и # ).
formula_lang	1	как читается $ \log{b + n} $? $ \log{b + n} $ в словах есть log от ( сумма b и n ).
formula_lang	1	$ \left( \sin{c} \right)^{# + #} $ в словах есть ( sin от c ) в степени ( сумма # и # ).
